"28","Payment Alliance International","981","28","Payment Alliance International","SO-1397G","11499","2010-06-13 18:00:00","2018-06-05 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1397C"
"28","Payment Alliance International","981","28","Payment Alliance International","SO-1603X","12972","2010-08-03 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1603W"
"28","Payment Alliance International","981","28","Payment Alliance International","SO-1603X","12976","2010-08-03 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1603W"
"28","Payment Alliance International","981","28","Payment Alliance International","SO-1754Z","13705","2010-09-07 18:00:00","2018-06-26 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1754Y"
"28","Payment Alliance International","981","28","Payment Alliance International","SO-2036R","15564","2010-11-15 17:00:00","2018-06-14 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-2036Q"
"28","Payment Alliance International","981","28","Payment Alliance International","SO-2105S","15809","2010-12-05 17:00:00","2018-06-19 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-2105R"
"28","Payment Alliance International","981","28","Payment Alliance International","SO-2677L","18531","2011-03-29 18:00:00","2018-06-13 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2677J"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1316A","10701","2010-05-24 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1316"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1316A","10706","2010-05-24 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1316"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1404A","11524","2010-06-13 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1404"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1404A","11525","2010-06-13 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1404"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1480A","12143","2010-06-29 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1480"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1480A","12149","2010-06-29 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1480"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1480A","12151","2010-06-29 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1480"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1480A","12152","2010-06-29 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1480"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1564A","12630","2010-07-20 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1564"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1564A","12632","2010-07-20 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1564"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1564A","12636","2010-07-20 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1564"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1645A","13153","2010-08-11 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-1645"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1753A","13654","2010-09-07 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1753"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1841A","14563","2010-09-26 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1841"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1841A","14564","2010-09-26 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1841"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1841A","14566","2010-09-26 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1841"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-442I","1551","2008-10-08 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-442G"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-442I","1553","2008-11-05 17:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-442G"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-531C","1558","2008-12-07 17:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-531B"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-442I","1560","2008-12-07 17:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-442G"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-442I","1561","2008-12-07 17:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-442G"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2080B","15685","2010-11-29 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2080A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2080B","15686","2010-11-29 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2080A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-871E","1588","2009-03-09 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-871D"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1156C","1605","2009-05-14 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1156B"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2285A","16749","2011-01-20 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-2285"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2285A","16750","2011-01-20 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-2285"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2284B","16752","2011-01-20 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2284A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2284B","16753","2011-01-20 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2284A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2284B","16754","2011-01-20 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2284A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2646B","18384","2011-03-24 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2646A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2646B","18385","2011-03-24 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2646A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-2646B","18386","2011-03-24 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-2646A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3157A","20188","2011-06-15 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3157"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3157A","20189","2011-06-15 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3157"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3157A","20191","2011-06-15 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3157"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3282A","20934","2011-07-07 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3282"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3422C","21295","2011-08-02 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3422A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3422B","21298","2011-08-02 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3422A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3526B","21613","2011-08-17 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3526A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3526B","21617","2011-08-17 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3526A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3689A","22239","2011-09-13 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3689"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3763A","22914","2011-09-25 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3763"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-3765A","22919","2011-09-25 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-3765"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-4023A","23898","2011-11-03 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-4023"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-4023A","23899","2011-11-03 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-4023"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-4124A","24241","2011-11-21 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-4124"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1535A","2723","2009-07-09 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1535"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-4831A","27231","2012-03-28 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-4831"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-4831A","27232","2012-03-28 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-4831"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-4831A","27233","2012-03-28 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-4831"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1156C","2724","2009-07-09 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1156B"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1535A","2728","2009-07-09 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1535"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-5108A","27800","2012-05-10 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-5108"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-5721A","29267","2012-08-20 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-5721"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-5878A","30156","2012-09-12 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-5878"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-6571A","32885","2013-01-16 17:00:00","2018-06-05 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-6571"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-7043A","34498","2013-04-25 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-7043"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1451B","3472","2009-07-30 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1451A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-7158A","34885","2013-05-14 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-7158"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-7578A","35708","2013-08-05 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-7578"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-8036A","36478","2013-11-20 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-2-0","Monthly 5 MB Pooled SP","SPRINT",,"SO-8036"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-8864A","39638","2014-08-05 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-8864"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1156C","4059","2009-08-27 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1156B"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-1802A","4063","2009-08-27 18:00:00","2018-06-18 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-1802"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-9449A","40982","2015-02-08 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-1XU","M-5-P-0-1-0","Monthly 5 MB Pooled US","USCC",,"SO-9449"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-9667A","41321","2015-03-23 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-9667"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-9870A","41673","2015-05-06 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-9870"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-9913A","41897","2015-05-18 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-9913"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-10144B","42422","2015-08-16 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-10144A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-10144B","42425","2015-08-16 18:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-10144A"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-10455A","43019","2016-01-25 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-10455"
"47","ATM Concepts, Inc.","42","47","ATM Concepts, Inc.","SO-10455A","43021","2016-01-25 17:00:00","2018-06-25 18:00:00","MRC-005-01RP-EVV","M-5-P-0-3-0","Monthly 5 MB Pooled VER","VZW",,"SO-10455"
